문장,범죄유형
" 그런데, 앞서 든 증거들, 갑 제증의 각 기재 및 변론 전체의 취지를 종합하여 인정할 수 있는 다음과 같은 사실 또는 사정 등을 종합하여 보면, 원고가 주장하는 사정들을 고려하더라도 이 사건 처분이 재량권을 일탈·남용한 것으로 위법하다고 볼 수 없다",False
 따라서 원고의 이 부분 주장도 이유 없다,False
① 원고는 경 피해학생의 성 정체성에 관한 이야기를 하여 명예훼손 등으로 학교폭력 신고를 당하였다가 상호 화해하여 학교장 종결처리된 적이 있음에도 재차 피해학생의 명예를 훼손하는 발언을 하여 학교폭력의 정도가 중하다,False
" 자치위원회는 학교폭력 가해학생 조치별 적용 세부기준에 따른 판정점수를 정함에 있어 원고가 저지른 학교폭력의 심각성 정도는 보통이고, 지속성과 반성 정도, 화해 정도는 낮다고 판단하여 판정점수를 총 9점으로 산정하여 그 기준에 정한 대로 의결을 하였는데, 사건의 경위와 내용, 그 후의 진행과정에 비추어 위와 같은 판단이 재량의 범위를 넘었다고 볼 수 없고, 오히려 이 사건 처분은 원고로 하여금 자신의 잘못을 깨닫고 피해학생의 심정을 헤아리게 하여 원고의 선도에도 도움이 될 정도의 것으로 보인다",False
" 원고의 명예훼손 행위로 인하여 피해학생이 받은 심리적 고통은 적지 않았을 것으로 보이고, 원고는 현재까지도 피해학생으로부터 용서를 받지 못하였다",False
" 원고가 전파자들로 지목하고 있는 J, I, F의 경우는 피해학생과 관련된 발언을 하게 된 경위나 목적, 피해학생과의 관계(2017년 피해학생에 대한 학교폭력으로 조사받았던 원고와 다르다) 등이 원고의 경우와는 크게 다르다",False
" 이 사건 처분으로 인하여 원고가 대학 입시 등에서 불이익을 받게 될 여지가 있다 하더라도, 그러한 불이익보다는 이 사건 처분으로 인하여 달성하고자 하는 피해학생의 인권 보호와 가해학생의 선도·교육을 통한 건전한 사회구성원으로의 육성, 건전한 학교질서의 확립 등 공익이 더 중대하다",False
 결론,False
그렇다면 원고의 이 사건 청구는 이유 없으므로 이를 기각하기로 하여 주문과 같이 판결한다,False
,False
 처분의 경위,False
 원고와 E(이하 '피해학생'이라 한다)은 2018년 부산 남구에 있는 D중학교 1학년 6반에 재학하고 있었다,False
" D중학교 학교폭력대책자치위원회(이하 '이 사건 자치위원회'라 한다)는  '원고가 피해학생에게  중순부터 까지 모욕적인 언어로 수차례 놀리고, 2회 ~ 3회 줄넘기로 때리고, 바닥에 눕혀 놓고 올라타서 흔들고, 수차례 다리에 침을 뱉고, 다리와 성기를 만지고, 두 차례 원고의 하의를 완전 탈의하여 벗어 보이는 행위를 하였다'는 사안으로 회의(이하 '이 사건 회의'라 한다)를 개최하여 원고에 대한 선도 및 교육조치 등을 심의한 다음 피고에게 원고에 대한 조치로 다음과 같은 내용을 요청하기로 의결하였다",False
"① 학교폭력예방 및 대책에 관한 법률(이하 '학교폭력 예방법'이라 한다) 제17조 제1항 제2호에 따른 피해학생 및 신고·고발 학생에 대한 접촉, 협박 및 보복행위 금지(졸업시까지)",False
 같은 항 제6호에 따른 출석정지 5일,False
 같은 항 제8호에 따른 전학,False
 같은 조 제3항에 따른 특별교육이수 20시간,False
 같은 조 제9항에 따른 보호자 특별교육이수 5시간,False
 피고는 이 사건 자치위원회의 요청에 따라  원고에게 위 나,False
항 기재 각 처분을 하였다(이하 위 처분 중 위 나,False
 ⑤항을 제외한 나머지 부분을 '이 사건 처분'이라 한다),False
"[인정 근거] 다툼 없는 사실, 갑 증의 각 기재, 변론 전체의 취지",False
 이 사건 처분의 적법 여부,False
 원고의 주장 요지,False
"이 사건 처분에 관한 처분 사유 중 일부가 과장되어 있는 점, 원고가 피해학생에 대한 학교폭력에 관하여 깊이 반성하면서 피해학생에게 사과하였고, 이전에 다른 징계를 받은 바도 없는 점, 피해학생에 대하여 학교폭력을 한 가해학생 중 원고만이 이 사건 처분을 받은 점, 그 밖에 원고가 피해학생에게 한 언행의 정도, 원고의 나이 등을 고려하면, 이 사건 처분 보다 가벼운 조치로도 원고에 대한 선도의 목적을 달성할 수 있음에도 의무교육과정에 있는 중학교 1학년생인 원고에게 너무 가혹한 이 사건 처분, 특히 전학처분은 재량권을 일탈·남용한 것으로서 위법하다",False
 관계 법령,False
별지 기재와 같다,False
 인정사실,False
" 원고 및 피해학생의 담임교사는  원고의 피해학생에 대한 학교폭력사실을 이 사건 자치위원회에 신고하였고,  이 사건 회의가 개최되었다",False
 이 사건 회의 당시 이 사건 자치위원회에서 보고된 사안조사 보고서에는 다음과 같은 내용이 포함되어 있다,False
<이미지1>,False
<이미지2>,False
" 원고 및 원고의 부는  이 사건 회의에 참석하여 의견을 진술하였는데, 원고는 위 사안보고의 내역을 모두 인정한다는 취지로 진술하였다",False
" 이 사건 자치위원회는 이 사건 회의에서 원고의 학교폭력에 관하여 그간 조사된 내용 및 회의과정에서의 관련자 의견진술 등을 심의한 다음, 학교폭력 가해학생 조치별 적용 세부기준 고시(교육부고시 제2016-99호, 이하 '이 사건 고시'라 한다)에 따라 원고의 점수를 다음과 같이 합계 17점으로 판단하고, 피고에게 원고에 대한 '전학(16점 ~ 20점)' 등의 조치를 요청하기로 의결하였다",False
<이미지3>,False
 원고는  부산가정법원에서 ' 초순경 바지와 팬티를 허벅지 부위까지 내리고 성기를 꺼내 피해학생의 얼굴 부위에 갖다 대는 등 추행행위를 하였다'는 행위사실로 소년법 제32조 제1항 제1호의 감호위탁처분 및 같은 항 제2호의 수강명령처분을 받았다(부산가정법원 2018푸2500호),False
" 피해학생은  I병원에서 외상후 스트레스 증후군 진단을 받았는데, 당시 작성된 진단서의 소견에는 '중학교 1학년 시기에 학교폭력에 시달린 후에 발생한 불면, 우울, 무력감 등의 증세로 치료 중임, 상기 증세로 인하여 정상적인 학교 적응이 어려운 상태임, 향후 1년 이상의 약물 및 상담치료가 필요함'이라고 기재되어 있다",False
" 원고는 이 사건 처분 이후 J중학교로 전학하였다가, 경부터 서울에 거주하면서 K중학교로 다시 전학하여 위 학교에 재학하고 있다",False
"[인정 근거] 다툼 없는 사실, 갑 증, 을 5호증, 을 18호증의 2의 각 기재, 변론 전체의 취지",False
 판단,False
" 학교폭력예방법 제17조 제1항은 '자치위원회는 피해학생의 보호와 가해학생의 선도·교육을 위하여 가해학생에 대하여 다음 각 호의 어느 하나에 해당하는 조치(수개의 조치를 병과하는 경우를 포함한다)를 할 것을 학교의 장에게 요청하여야 하며, 각 조치별 적용기준은 대통령령으로 정한다",False
"고 규정하면서 전학(제8호)을 포함하여 8가지의 조치에 대하여 규정하고 있고, 같은 법 시행령 제19조에서는 법 제17조 제1항의 조치별 적용기준은 가해학생이 행사한 학교폭력의 심각성·지속성·고의성(제1호), 가해학생의 반성 정도(제2호), 해당 조치로 인한 가해학생의 선도가능성(제3호), 가해학생 및 보호자와 피해학생 및 보호자 간의 화해의 정도(제4호), 피해학생이 장애학생인지 여부(제5호)를 고려하여 결정하고, 그 세부적인 기준은 교육부장관이 정하여 고시한다고 규정하고 있다",False
" 위와 같은 규정의 내용, 형식 및 취지 등에 비추어 보면, 해당 학교의 장이 학교폭력 가해학생에 대하여 어떠한 조치를 내릴 것인지 여부는 학교의 장의 판단에 따른 재량행위에 속한다",False
" 위 인정사실, 위 각 증거, 을  증의 각 기재 및 변론 전체의 취지에 의하여 알 수 있는 다음과 같은 사정들을 종합하여 보면, 원고가 주장하는 모든 사정을 참작하여 보더라도 원고에 대한 이 사건 처분이 사회통념상 현저하게 타당성을 잃을 정도로 원고에게 지나치게 가혹하여 그 재량권의 범위를 일탈하거나 재량권을 남용한 것이라고 볼 수 없다",False
① 원고는 이 사건 처분의 처분사유들에 관하여 일부 사실과 다르게 과장된 부분이 있으므로 이를 근거로 한 이 사건 처분은 재량권의 범위를 일탈한 것이라는 취지로 주장한다,False
" 그러나 원고 스스로 이 사건 회의에 출석하여 이 사건 처분사유를 모두 인정한다는 취지로 진술한 점, 피해학생이 진술한 피해 내용 및 피해학생의 피해를 목격한 학생 작성의 경위서 등의 기재 내용이 구체적이고 일관된 점 등에 비추어 이 사건 처분사유가 과장되었다고 보기 어려울 뿐만 아니라, 이 사건 처분의 처분사유에 포함되어 있는 이 사건 소년보호사건의 행위사실만을 보더라도(이와 관련하여 원고 스스로  작성한 경위서에 '피해학생의 성기를 치고 갔다",False
" 피해학생에게 가서 원고의 성기 부분을 들이대면서 바지를 내렸다가 올렸다'라고 기재하였다), 원고가 저지른 학교폭력행위의 경위 및 태양 등에 비추어 그 심각성을 결코 가볍게 볼 수 없다",False
" 원고는 이 사건 처분 대상 행위가 일시적인 행위에 불과하므로 전학처분 등을 포함한 이 사건 처분은 과도하고, 다수의 가해학생들 중 원고만이 이 사건 처분을 받았으므로 형평에 어긋난다는 취지로 주장하기도 하나, ㉠ 피해학생의 진술이나 목격한 학생들의 진술에 비추어 보면, 원고가 피해학생에게 행한 행위들은 우발적이거나 단발적인 것이 아니라 오랜 기간 반복되어 온 행동임을 알 수 있고, 그 행위 유형을 보더라도 학교폭력의 심각성이나 지속성이 묵인할 수 있는 수준을 벗어났던 것으로 보이고, ㉡ 원고 이외의 다른 학생들이 피해학생에 대한 학교폭력에 일부 가담한 것으로 보이기는 하나, 그 가담 내용과 정도가 상대적으로 경미한 점, 피해학생의 부가 '원고 이외의 학생에 대해서는 학교폭력대책자치위원회의 개최를 원하지 않는다",False
"는 내용의 확인서를 작성하기도 한 점 등에 비추어, 이 사건 처분이 형평에 어긋난다고 보이지 않는다",False
" 피해학생은 원고의 학교폭력으로 인해 불면증 등을 호소하면서 정신과 치료를 받았고, 원고에 대한 두려움과 수치심 때문에 비교적 장기간 결석을 하기도 하였다",False
" 위와 같은 사정을 고려하면 원고에 대한 전학처분을 통해 원고와 피해학생을 분리할 필요성이 인정되고, 이러한 상황을 발생시킨 원고에게 전학처분 등을 감수하도록 하는 것이 사회통념상 현저히 타당성을 잃었다고 보기 어렵다",False
" 앞에서 본 바와 같이 이 사건 위원회 위원들은 이 사건 고시 제2조 제1항, [별표] 학교폭력 가해학생 조치별 적용 세부 기준에 따라 원고가 행한 학교폭력의 심각성, 고의성의 정도를 각 '매우 높음'으로 평가하여 각 4점을 부여하였고, 학교폭력의 지속성을 '높음'으로 평가하여 3점을, 반성의 정도 및 화해의 정도를 각 '낮음'아라고 보아 각 3점을 각 부여하여 결국 판정점수를 합계 17점으로 산정한 후 위 점수에 근거하여 전학처분(16점 ~ 20점) 등을 의결하였고, 피고는 이를 존중하여 이 사건 처분을 하였다",False
" 이 사건 처분은 이 사건 고시가 정한 세부기준의 범위 내에 있고, 원고의 피해학생에 대한 학교폭력의 정도와 기간, 피해학생이 받은 정신적 고통 등을 종합하여 보면 원고에 대한 위와 같은 점수 부여 및 의결 과정이 합리성을 결여하였다고 보기 어렵다",False
" 학교폭력에 관계된 학생에 대하여 응분의 조치를 취함으로써 학교폭력에 대한 경각심을 일깨우고 학교폭력의 발생을 미연에 방지하며, 가해학생에게는 반성의 기회를 제공하고 같은 잘못을 반복하지 않도록 한다는 점에서 이 사건 처분을 통하여 달성할 수 있는 공익이 상당하고, 이는 이 사건 처분으로 인하여 원고가 입게 될 불이익에 비하여 결코 작다고 볼 수 없다",False
" 피해학생의 보호, 가해학생의 선도·교육 및 피해학생과 가해학생 간의 분쟁조정을 통하여 학생의 인권을 보호하고, 학생을 건전한 사회구성원으로 육성하려는 학교폭력예방법의 취지를 고려할 때 학교폭력에 대해서는 경우에 따라 단호하고 엄정한 조치가 불가피하고, 교육전문가인 학교의 장이 자치위원회의 요청에 따라 교육목적과 내부질서유지를 위하여 징계처분을 하는 것은 가능한 존중하여야 한다",False
" 따라서 이 사건 처분은 적법하고, 이에 대한 원고의 위 주장은 받아들일 수 없다",False
 결론,False
그렇다면 원고의 이 사건 청구는 이유 없으므로 이를 기각하기로 하여 주문과 같이 판결한다,False
,False
 처분의 경위,False
 원고는 2018년 D중학교 2학년 11반에 재학 중이던 여학생이다,False
" D중학교 학교폭력대책자치위원회(이하 '이 사건 자치위원회'라 한다)는  아래의 내용과 같이 원고를 포함한 D중학교 2학년 여학생 등이 같은 중학교 1학년 여학생들을 집단으로 폭행하였다는 학교폭력 사안에 대하여 회의를 개최하여, 피고에게 원고에 대하여 학교폭력예방 및 대책에 관한 법률(이하 '학교폭력 예방법'이라 한다) 제17조 제1항 제2호의 피해학생 및 신고·고발학생에 대한 접촉, 협박 및 보복행위의 금지, 제17조 제1항 제5호의 특별교육이수(3일), 제17조 제3항, 제9항의 학생 및 학부모 특별교육(5시간), 제17조 제1항 제8호의 전학 조치를 요청하기로 의결하였고, 피고는 위 의결에 따라  원고에게 위와 같은 내용의 조치사항을 통지하였다",False
(위 조치사항 중 전학 조치를 '이 사건 처분'이라 한다),False
<이미지1>,False
 원고는 경기도 학생징계조정위원회에 이 사건 처분에 대한 재심을 청구하였으나  위 청구가 기각되었다,False
"[인정근거] 다툼 없는 사실, 갑 제6호증, 을 제증의 각 기재, 변론 전체의 취지",False
 이 사건 처분의 적법 여부,False
 원고의 주장,False
"이 사건 처분의 조치원인(이하 '이 사건 조치원인'이라 한다)은 원고의 구체적이고 개별적인 행위 태양이나 가담정도 등이 전혀 고려되지 아니한 채 다른 가해학생 전체와 일괄하여 대략적으로만 특정되어 있는데, 원고는 다른 가해학생들의 폭력행사를 말리지 않고 방조하는 정도에 그쳤거나 다른 가해학생의 지시를 거부하지 못하고 소극적으로 가볍게 폭행한 정도에 불과하여 학교폭력의 심각성, 지속성 및 고의성이 높지 않은 점, 원고는 위 폭행사건 이전까지는 성실한 학교생활을 해 왔고, 다른 학생들과 좋은 교우관계를 형성하여 학교폭력의 지속성도 높지 않은 점, 원고는 현재 반성하고 있고, 피해학생들과 사이에 합의가 이루어진 점, 그 밖에 이 사건 처분으로 인하여 원고로서는 주거지에서 멀리 떨어진 학교로 장시간 통학을 해야만 함으로써 학습권, 주거권에 대한 심각한 침해가 발생하고, 학생생활기록부에 기록이 될 뿐만 아니라 새로운 학교에서도 문제학생이라는 편견으로 인해 정상적인 학교생활이 불가능하게 되는 점, 이 사건 처분은 의무교육과정에 있는 원고에 있어 가장 중한 처분인 점 등을 종합하면, 이 사건 처분은 원고에게 지나치게 가혹하여 재량권을 일탈·남용한 것으로서 위법하므로 취소되어야 한다",False
 관계 법령,False
별지 기재와 같다,False
 인정사실,False
 피해학생들의 보호자는  원고 등 가해학생들의 피해학생들에 대한 학교폭력 사실을 담임교사 및 경찰에 신고하였다,False
 이 사건 자치위원회 회의에 보고된 사안조사 보고서에는 다음과 같은 내용이 포함되어 있다,False
<이미지2>,False
<이미지3>,False
" 책임교사는  긴급조치로서 가해학생들에게는 학교폭력예방법 제17조 제4항 제2호에 따른 피해학생 및 신고·고발 학생에 대한 접촉, 협박 및 보복행위의 금지를, 피해학생들에게는 같은 법 제16조 제1항 제6호에 따른 그 밖에 피해학생의 보호를 위하여 필요한 조치(출석인정 결석 조치 필요)를 하였다",False
 원고가 이 사건 처분에 대한 재심을 청구하자 피고가  경기도 학생징계조정위원회에 제출한 심사자료(을 제1호증)에는 아래와 같은 내용이 기재되어 있다,False
<이미지4>,False
<이미지5>,False
" 원고가 청구한 재심절차에서 피해학생들 및 보호자는  및  의견서를 제출하였는바, 그 주요 내용은 아래와 같다",False
<이미지6>,False
<이미지7>,False
" 피해학생들의 보호자들은  원고를 포함한 가해학생들의 보호자들에게 '가해자들은 자신의 범행에 대하여 피해자들에게 진심으로 사죄하고, 피해자들은 이를 받아들인다",False
" 피해자들은 가해자들로부터 피해배상금을 지급받았고, 가해자들에 대한 처벌을 원하지 아니한다",False
 향후 피해자들은 가해자들을 상대로 이 사건과 관련한 일체의 민·형사상 책임을 묻지 아니하기로 한다,False
는 내용의 합의서를 작성해 주었다,False
"[인정근거] 다툼 없는 사실, 갑 제 증, 을 제1 내지 8호증(가지번호 있는 것은 가지번호 포함, 이하 같다)의 각 기재, 변론 전체의 취지",False
 판단,False
" 학교폭력예방법 제17조 제1항은 자치위원회는 피해학생의 보호와 가해학생의 선도·교육을 위하여 가해학생에 대하여 다음 각 호의 어느 하나에 해당하는 조치를 할 것을 학교의 장에게 요청하여야 하며, 각 조치별 적용 기준은 대통령령으로 정한다고 규정하고 있고, 그 위임으로 마련된 같은 법 시행령 제19조는 법 제17조 제1항의 조치별 적용기준은 가해학생이 행사한 학교폭력의 심각성·지속성·고의성, 가해학생의 반성 정도, 해당 조치로 인한 가해학생의 선도가능성, 가해학생 및 보호자와 피해학생 및 보호자간의 화해의 정도, 피해학생이 장애학생인지 여부를 고려하여 결정하고 그 세부적인 기준은 교육부장관이 정하여 고시한다고 규정하고 있으며, 그에 따른 학교폭력 가해학생 조치별 적용 세부기준(이하 '조치별 적용기준'이라 한다) 제2조는 위와 같은 여러 요인들을 고려하여 [별표]에 따라 가해학생별로 선도가능성이 높은 조치를 학교의 장에게 요청하도록 규정하고 있고, [별표]는 위 각 항목별로 0~4점의 범위에서 판정하여 합계 점수의 범위에 따라 가해학생에 대한 조치를 결정하도록 정하고 있다",False
"위와 같은 규정들의 내용과 취지, 형식 및 체계 등에 비추어 볼 때, 학교폭력예방법상의 각종 조치는 학교폭력에 대한 제재의 성격을 가지는 한편, 인격적으로 완성되지 않아 개선의 여지가 많은 학생들에게 적절한 훈육과 선도를 통해 모범적인 사회인으로 성장할 수 있는 기회를 부여하기 위한 것으로 교육적 성격도 강하므로 구체적인 사안에서 어떠한 조치를 취할 것인지에 관하여 재량권이 인정된다",False
" 다만, 위와 같은 조치권자가 재량권의 행사로서 한 조치가 사회통념상 현저하게 타당성을 잃어 재량권을 남용한 것이라고 인정되는 경우에는 그 처분은 위법한 것이라고 할 것이며, 가해학생에 대한 조치가 사회통념상 현저하게 타당성을 잃었는지 여부는 구체적인 사례에 따라 조치의 원인이 된 학교폭력의 내용과 성질, 해당 조치에 의하여 달성하려고 하는 행정목적, 관련 법령에 따른 조치의 기준 등 여러 요소를 종합하여 판단하여야 한다",False
" 이러한 법리에 비추어 보건대, 위 인정사실과 이 사건 변론에 나타난 다음과 같은 사정들을 종합하여 보면, 원고가 주장하는 모든 사정을 참작한다고 하더라도 원고에 대한 이 사건 처분이 사회통념상 현저하게 타당성을 잃을 정도로 지나치게 가혹하여 그 재량권의 범위를 일탈·남용하였다고 볼 수 없다",False
" 따라서 이 사건 처분은 적법하고, 원고의 주장은 받아들일 수 없다",False
"① 피해학생의 보호, 가해학생의 선도·교육 및 피해학생과 가해학생간의 분쟁조정을 통하여 학생의 인권을 보호하고 학생을 건전한 사회구성원으로 육성하려는 학교폭력예방법의 취지를 고려할 때, 학교폭력에 대해서는 경우에 따라 단호하고 엄정한 조치가 불가피한 경우가 있으므로, 교육전문가인 학교의 장이 자치위원회의 요청에 따라 교육목적과 내부질서유지를 위하여 징계처분을 한 결과는 가능한 존중되어야 한다",False
 원고는 다수의 가해학생들과 계속적으로 몰려다니면서 장소를 수차례 이동하며 다수의 피해학생들을 상대로 직접적으로 폭행을 하거나 다른 가해학생들의 폭행에 동조 또는 방관하여 폭행의 심각성이 결코 가볍지 않다,False
" 원고는 직접 폭행의 정도가 약하다고 주장하나, 당시 원고와 R의 폭행으로 인하여 피해학생 Q의 귀에서 피가 나는 등 그 폭행의 정도가 약하다고 보기도 어렵다",False
" 이 사건 처분을 통해 학교폭력에 대한 경각심을 일깨우고 학교폭력의 발생을 미연에 방지할 수 있으며, 당사자들에게는 스스로의 행위에 대하여 반성할 기회를 제공할 수 있는 등 이 사건 처분으로 달성할 수 있는 공익이 원고가 입게 될 불이익에 비하여 결코 작다고 볼 수 없다",False
" 비록 피해 학생들의 보호자들이 원고 등 가해학생들의 처벌을 원하지 않는다는 내용의 합의서를 작성해주기는 하였으나, 그와 같은 합의는 형사상의 합의에 주안점을 둔 것으로 원고에 대한 전학 조치의 철회를 원한 것이라고 단정하기 어렵고, 오히려 원고 및 보호자가 이 사건 자치위원회 회의 당시 진술한 내용에 비추어 보면 과연 진정으로 반성하고 있는지 의문이 들며, 무엇보다도 피해학생의 인권을 보호하고 건전한 사회구성원으로 육성함을 목적으로 하는 학교폭력예방법의 취지에 비추어 볼 때 위와 같은 합의서의 내용만으로 가해학생들 측과 피해학생들 측 사이에 화해의 정도가 높다고 평가할 수는 없다",False
" 게다가 피해학생들은 위와 같은 폭력행위로 인하여 상당한 정신적 고통을 호소하고 있고, 더 이상 원고를 대면하거나 접촉하지 않기를 강력히 원하고 있는데, 원고에 대한 조치를 경감하여 원고와 피해학생들을 계속하여 한 학교에서 생활하게 할 경우 피해학생들은 계속해서 정신적 고통을 받게 되고 원고와 피해학생들 측의 갈등 상황은 악화될 수 있으며, 그러한 결과는 다른 학생들에 대하여도 교육적으로 바람직하지 않다고 보인다",False
" 원고는, 이 사건 조치원인이 원고의 구체적이고 개별적인 행위 태양이나 가담정도 등이 전혀 고려되지 아니한 채 다른 가해학생 전체와 일괄하여 대략적으로만 특정되어 있어 원고의 학교폭력행위의 심각성, 지속성, 고의성이 과다하게 높게 평가되었다는 취지로 주장한다",False
" 그러나 이 사건은 원고를 비롯한 다수의 가해학생들이 가담한 집단적인 학교폭력 사안이라는 특수성을 감안해야 하고, 이 사건 자치위원회는 가해학생별로 구체적 행위태양 및 가담정도 등에 따라 6종류의 다른 처분을 의결하였으며, 피고는 이에 따라 이 사건 처분을 하였다",False
 결론,False
그렇다면 원고의 청구는 이유 없으므로 이를 기각하기로 하여 주문과 같이 판결한다,False
,False
 처분의 경위,False
" 원고들, F(이하 '피해학생'이라 한다)는 2019년경 E고등학교 3학년에 재학중이었다",False
" E고등학교 학교폭력자치위원회(이하 '자치위원회'라 한다)는  회의를 개최하여, 다음과 같은 조치원인을 이유로 하여 구 학교폭력예방 및 대책에 관한 법률( 법률 제16441호로 개정되기 전의 것, 이하 '구 학교폭력예방법'이라 한다) 제17조 제1항 제4호, 같은 조 제3항에 따라, 원고 A에 대하여는 '사회봉사 12시간, 특별교육이수 5시간', 원고 B에 대하여는 '사회봉사 10시간, 특별교육이수 5시간'의 각 조치를 피고에게 요청하기로 의결하였다",False
<이미지1>,False
<이미지2>,False
" 피고는  원고들에 대하여 자치위원회 의결에 따른 조치를 하고, 이를 통보하였다(이하 '이 사건 처분'이라 한다)",False
" 원고들은 이 사건 처분에 대해 강원도교육행정심판위원회에 행정심판을 청구하였는데,  기각되었다",False
"[인정근거] 다툼 없는 사실, 갑 제1 내지 4호증(가지번호 있는 것은 각 가지번호 포함), 을 제1호증의 각 기재, 변론 전체의 취지",False
 본안전 항변에 대한 판단,False
 본안전항변의 요지,False
"원고들은 경 이 사건 처분을 모두 이행하였고, 현재 E고등학교를 졸업하였다",False
" 따라서 원고들이 이 사건 처분의 취소를 구할 소의 이익이 인정되지 않으므로, 이 사건 소는 부적법하다",False
 판단,False
 관련 법리,False
"효력이 상실된 처분으로 인하여 어떠한 법률상 이익이 침해되고 있지 아니한 경우 그 처분은 과거의 법률관계에 불과하므로, 그 취소를 구하는 것은 법률상 이익이 없다(대법원  선고 2011두6400 전원합의체 판결 등 참조)",False
 다만 처분 등이 이미 집행되어 처분의 효과가 소멸되었더라도 그 처분 등의 취소로 인하여 회복되는 법률상 이익이 있는 경우에는 소의 이익이 있다고 할 것이다,False
 이 사건 소 중 각 사회봉사 처분에 관한 부분,False
"초·중등교육법 제25조 제1항은 '학교의 장은 학생의 학업성취도와 인성 등을 종합적으로 관찰·평가하여 학생지도 및 상급학교의 학생 선발에 활용할 수 있는 자료로 학적사항, 출결사항, 행동특성 및 종합의견 등을 포함한 학교생활기록부를 작성·관리하여야 한다'고 규정하고 있고, 위 법률의 위임에 따른 구 초·중등교육법 시행규칙( 교육부령 제201호로 개정되기 전의 것) 제21조 제1항 제3호는 '출결상황이 구 학교폭력예방법 제17조의 조치사항에 따른 것인 경우에는 그 내용을 기록하여야 한다'고 정하고 있으며, 위 시행규칙 제22조 제3항 제2호는 '학교의 장은 학교생활기록의 기록 중 출결상황으로 기록된 구 학교폭력예방법 제17조 제1항 제4호부터 제6호까지의 조치사항을 학생이 졸업한 날부터 2년이 지난 후에 지체 없이 삭제해야 한다",False
" 다만, 교육부장관이 정하는 바에 따라 해당 학생이 졸업하기 직전에 자치위원회의 심의를 거쳐 해당 학생의 졸업과 동시에 삭제할 수 있다'고 정하고 있다",False
 한편 위 시행규칙 제25조에 따라 초등학교·중학교·고등학교·특수학교 등에 적용하는 학교생활기록의 작성 및 관리 방법에 대하여 필요한 사항을 규정함을 목적으로 하는 구 학교생활기록 작성 및 관리지침( 교육부훈령 제321호로 개정되기 전의 것) 제18조 제4항 역시 위 시행규칙 제22조 제3항 제2호와 같은 내용을 규정하고 있다,False
"갑 제12호증의 2, 제19호증의 각 기재 및 변론 전체의 취지에 의하면, 원고들의 학교생활기록부 중 출결상황의 '특기사항'란에 이 사건 처분 중 구 학교폭력예방법 제17조 제1항 제4호에 따른 각 사회봉사 조치사항이 기재되어 있는 사실, 변론종결일 현재까지 그 기재가 삭제되지 않은 사실이 각 인정되고, 원고들이 이 사건 처분을 모두 이행한 뒤 E고등학교를 졸업한 사실은 당사자들 사이에 다툼이 없다",False
"위 규정들에 비추어 보면, 구 학교폭력예방법 제17조 제1항 제4호에 따른 사회봉사 조치사항은 학교생활기록부의 학적사항에 기재되어 해당 학생이 학교를 졸업한 날로부터 2년이 지난 후 또는 졸업과 동시에 삭제될 수 있으나 원고들의 학교생활기록부 출결상황에는 아직 삭제되지 않고 남아있는 점, 원고들은 모두 대학 진학을 위한 재수를 준비하고 있다고 주장하고 있는바, 대학교 입시 등에 있어서 학교생활기록부의 기재가 당락에 상당한 영향을 미칠 수 있는 점 등을 고려하면, 학교생활기록부에 기재된 조치처분으로 인하여 원고들이 진학 등 장래에 불이익을 받게 될 가능성이 여전히 남아 있으므로, 원고들이 이 사건 처분을 모두 이행한 뒤 E고등학교를 졸업하였다고 하더라도 원고들로서는 이 사건 처분 중 각 사회봉사 부분의 취소를 구할 법률상 이익이 있다",False
 따라서 이 사건 소 중 각 사회봉사 처분에 관한 부분에 대한 피고의 본안전항변은 받아들일 수 없다,False
 이 사건 소 중 각 특별교육이수 처분에 관한 부분,False
"구 학교폭력예방법 제17조 제1항은 ""자치위원회는 피해학생의 보호와 가해학생의 선도·교육을 위하여 가해학생에 대하여 다음 각 호의 어느 하나에 해당하는 조치",False
"(수 개의 조치를 병과하는 경우를 포함한다)를 할 것을 학교의 장에게 요청하여야 한다""라고 정하고 있다",False
" 위 규정은, 피해학생 및 가해학생에 대한 조치를 하는 주체를 모두 '학교의 장'으로 정하고 있고, 피해학생 및 가해학생에 대한 조치 중 대부분은 그 성질상 해당 학교에 소속되어 있음을 전제로 학교 내에서 이루어져야 하는 것으로 정하고 있다",False
" 여기에 구 학교폭력예방법 제12조 제1항 및 구 학교폭력예방법 시행령( 대통령령 제30441호로 개정되기 전의 것, 이하 '구 학교폭력예방법 시행령'이라 한다) 제13조 제1항이 각 학교에 각 자치위원회를 두게 하면서도 피해학생과 가해학생이 각각 다른 학교에 재학 중인 경우 둘 이상의 학교가 공동으로 자치위원회를 구성할 수 있게 하여 가해학생에 대한 조치는 해당 학교를 기준으로 하는 것으로 보이는 점 등에 비추어 볼 때, 각 특별교육이수 처분은 해당 학교의 학생이라는 신분이나 지위를 전제로 한다고 보아야 한다",False
따라서 학교폭력예방법 제17조에서 정한 처분을 받은 학생이 졸업 등의 사유로 해당 학교의 학생 신분을 상실하게 되면 원칙적으로 그 처분의 효력은 소멸된다,False
"원고들이 변론 종결일 현재 E고등학교를 졸업한 사실은 앞서 본 바와 같고, 갑 제12호증의  제19호증의 각 기재에 의하면, 이 사건 처분 중 각 특별교육이수 부분은 학교생활기록부에도 그 기재가 남아있지 않은 사실이 인정된다",False
